# HomeWork05 - Legendre polynomial stability
# Columns:
# x l P_reference P_forward P_backward abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.10000000000000001 20 -8.207713094452774644274e-02 -8.207713094452777358168e-02 -7.129274843224943092324e-01 2.713893563002778286375e-17 3.306516116940024731966e-16 6.308503533779665628099e-01 7.686067313979700846294e+00
0.10000000000000001 21 1.439567761084079636067e-01 1.439567761084079577927e-01 -1.909459096251099052832e-01 5.814034149953517527365e-18 4.038736006129510755242e-17 3.349026857335178688764e-01 2.326411404776919607902e+00
0.10000000000000001 22 1.064833585046016796886e-01 1.064833585046016800613e-01 6.432004436083822440651e-01 3.726944967918921491901e-19 3.500025750744762166756e-18 5.367170851037805643833e-01 5.040384644522517842286e+00
0.10000000000000001 23 -1.168640852658377223531e-01 -1.168640852658377193851e-01 3.084874786082669184673e-01 2.968003447179068388095e-18 2.539705368358100337088e-17 4.253515638741046408339e-01 3.639711575258831707325e+00
0.10000000000000001 24 -1.249324352648031649291e-01 -1.249324352648031738466e-01 -5.559882938972473542805e-01 8.917562868693273969711e-18 7.137908462115435797116e-17 4.310558586324441893514e-01 3.450311824297594922315e+00
0.10000000000000001 25 8.770276454330279176393e-02 8.770276454330279414240e-02 -4.051216850677967773464e-01 2.378468515890075352104e-18 2.711965270736384459338e-17 4.928244496110995691036e-01 5.619257866925848338667e+00
0.10000000000000001 26 1.373305761842662840819e-01 1.373305761842662786609e-01 4.551379520609777906692e-01 5.421010862427522170037e-18 3.947417256266196010551e-17 3.178073758767115065873e-01 2.314177837936735630418e+00
0.10000000000000001 27 -5.749703053145411999064e-02 -5.749703053145412828817e-02 4.794590725068850756152e-01 8.297534751303126121513e-18 1.443124049121790110774e-16 5.369561030383391956092e-01 9.338849294914350564548e+00
0.10000000000000001 28 -1.437199723177924052853e-01 -1.437199723177924048922e-01 -3.447035645306618656392e-01 3.930232875259953573277e-19 2.734646279063744450993e-18 2.009835922128694603539e-01 1.398438845844307678278e+00
0.10000000000000001 29 2.726596595411374497114e-02 2.726596595411375639761e-02 -5.306780809661225672968e-01 1.142647445846051157403e-17 4.190746250358515335468e-16 5.579440469202363122561e-01 2.046302147736880968840e+01
0.10000000000000001 30 1.442916132115083619082e-01 1.442916132115083516219e-01 2.288467564563023970425e-01 1.028636811145622331765e-17 7.128874563470336634305e-17 8.455514324479403513431e-02 5.860017873724216875674e-01
0.10000000000000001 31 2.006447160218990560246e-03 2.006447160218976719093e-03 5.585905691408747930637e-01 1.384115363284570826563e-17 6.898339466530001737493e-15 5.565841219806558025211e-01 2.773978468089377906469e+02
0.10000000000000001 32 -1.393874810139806118129e-01 -1.393874810139806019738e-01 -1.117227770174332168729e-01 9.839134715305952738618e-18 7.058836736076092928224e-17 2.766470399654739494000e-02 1.984733764847405177492e-01
0.10000000000000001 33 -2.940075562781459772804e-02 -2.940075562781457874095e-02 -5.636695837309486645239e-01 1.898709054565239640056e-17 6.458028081322389918482e-16 5.342688281031340668094e-01 1.817194207068912229462e+01
0.10000000000000001 34 1.294941709045588933602e-01 1.294941709045588917881e-01 -2.639252041825304855721e-03 1.572093150103981429311e-18 1.214026190617229759717e-17 1.321334229463841982159e-01 1.020381242054289170642e+00
0.10000000000000001 35 5.408958487391864961225e-02 5.408958487391862801630e-02 5.470444287932475502245e-01 2.159595202319564144489e-17 3.992626690246415814502e-16 4.929548439193289006055e-01 9.113674010780323547776e+00
0.10000000000000001 36 -1.152294424737427453890e-01 -1.152294424737427547267e-01 1.104552573859984287985e-01 9.337691210531406937889e-18 8.103563646642810301828e-17 2.256846998597411741875e-01 1.958568010178195499885e+00
0.10000000000000001 37 -7.536216177079441822157e-02 -7.536216177079439748621e-02 -5.104669204767330326078e-01 2.073536654878527230039e-17 2.751429372720168154101e-16 4.351047587059386143862e-01 5.773517485197160990090e+00
0.10000000000000001 38 9.732297784861903713709e-02 9.732297784861905498577e-02 -2.082985901804589312647e-01 1.784867826454261674485e-17 1.833963433826010933561e-16 3.056215680290779684153e-01 3.140281717483581713519e+00
0.10000000000000001 39 9.264484812114242358750e-02 9.264484812114240352976e-02 4.562524059929825570592e-01 2.005774019098183202914e-17 2.165014093903454467881e-16 3.636075578718401334717e-01 3.924746656137714334502e+00
0.10000000000000001 40 -7.659254589847793153606e-02 -7.659254589847794281177e-02 2.932009756095615427007e-01 1.127570259384924611368e-17 1.472167096886293738470e-16 3.697935215080394742368e-01 4.828061493062187326929e+00
0.10000000000000001 41 -1.055169157713016639871e-01 -1.055169157713016364619e-01 -3.871992277385817859958e-01 2.752518265397574381836e-17 2.608603791418058357520e-16 2.816823119672801219952e-01 2.669546488430357098452e+00
